order_date,order_id,customer_id,segment,channel,region,city,product_category,product_name,units,unit_price,discount_pct,revenue,cost,margin_value,payment_method
2024-12-21,O20242782,C12826,SMB,Retail,Córdoba,Córdoba,Bebidas,Gaseosa Cola,19,1.86,0.18,28.98,21.74,7.24,Cash
2025-07-09,O20244370,C12540,Consumer,Online,Rosario,Rosario,Lácteos,Yogur 1L,7,2.75,0.073,17.84,13.92,3.92,Cash
2025-07-28,O20244526,C11671,Consumer,Online,LatAm,Santiago,Panificados,Medialunas Docena,14,1.83,0.1,23.06,15.45,7.61,Credit
2025-03-06,O20243400,C12293,Consumer,Retail,AMBA,GBA Oeste,Lácteos,Leche 1L,7,2.68,0.006,18.65,14.55,4.1,Cash
2025-06-20,O20244226,C11733,Consumer,Retail,Córdoba,Córdoba,Bebidas,Jugo Naranja,2,1.6,0.018,3.14,2.36,0.78,Cash
2025-04-08,O20243648,C10029,SMB,Online,AMBA,CABA,Panificados,Medialunas Docena,20,2.17,0.026,42.27,28.32,13.95,Transfer
2024-08-03,O20241696,C10616,SMB,Online,Mendoza,Godoy Cruz,Frutas,Uva Kg,14,2.49,0.0,34.86,25.1,9.76,Debit
2025-09-15,O20244892,C11287,SMB,Online,Rosario,Rosario,Panificados,Pan Integral,5,1.85,0.034,8.94,5.99,2.95,Transfer
2024-08-31,O20241932,C10938,SMB,Retail,LatAm,Asunción,Suplementos,Omega-3,13,25.98,0.072,313.42,172.38,141.04,Credit
2025-02-09,O20243191,C12572,Consumer,Online,Córdoba,Río Cuarto,Lácteos,Queso Cremoso 500g,7,1.68,0.185,9.58,7.47,2.11,Credit
2025-06-02,O20244075,C10615,Consumer,Online,Mendoza,Mendoza,Snacks,Papas Onduladas,4,2.76,0.107,9.86,6.41,3.45,Credit
2024-07-03,O20241472,C12890,Consumer,Retail,Mendoza,San Rafael,Panificados,Pan Lacteado,9,1.02,0.037,8.84,5.92,2.92,Debit
2024-09-12,O20242033,C11367,Consumer,Online,AMBA,GBA Oeste,Frutas,Uva Kg,2,1.76,0.113,3.12,2.25,0.87,Transfer
2024-01-29,O20240229,C13253,Enterprise,Online,Mendoza,San Rafael,Lácteos,Yogur 1L,11,1.41,0.0,15.51,12.1,3.41,Wallet
2024-09-21,O20242104,C12456,Consumer,Retail,Rosario,Rosario,Verduras,Lechuga Unidad,13,1.22,0.014,15.64,10.95,4.69,Transfer
2024-06-02,O20241223,C12545,Consumer,Retail,LatAm,Santiago,Verduras,Lechuga Unidad,11,1.59,0.104,15.67,10.97,4.7,Transfer
2024-01-06,O20240035,C10421,Consumer,Online,Rosario,Rosario,Lácteos,Yogur 1L,10,1.16,0.145,9.92,7.74,2.18,Credit
2024-02-24,O20240458,C13486,Consumer,Online,Rosario,Rosario,Panificados,Pan Integral,19,2.18,0.109,36.91,24.73,12.18,Credit
2024-05-22,O20241139,C10066,SMB,Online,AMBA,GBA Sur,Frutas,Uva Kg,3,1.77,0.047,5.06,3.64,1.42,Cash
2024-10-12,O20242266,C10824,SMB,Wholesale,AMBA,GBA Norte,Panificados,Pan Integral,1,1.11,0.104,0.99,0.66,0.33,Transfer
2024-10-01,O20242190,C10622,Consumer,Online,LatAm,Asunción,Bebidas,Agua 1.5L,15,1.65,0.055,23.39,17.54,5.85,Debit
2024-10-10,O20242257,C11721,Consumer,Online,Mendoza,San Rafael,Panificados,Medialunas Docena,20,1.04,0.131,18.08,12.11,5.97,Wallet
2025-04-06,O20243629,C13239,Consumer,Online,Rosario,Rosario,Bebidas,Gaseosa Cola,15,2.09,0.131,27.24,20.43,6.81,Cash
2024-02-13,O20240357,C11796,Consumer,Online,Rosario,Rosario,Lácteos,Yogur 1L,17,1.5,0.038,24.53,19.13,5.4,Cash
2024-07-19,O20241597,C12076,Enterprise,Retail,LatAm,Asunción,Verduras,Lechuga Unidad,3,2.1,0.064,5.9,4.13,1.77,Credit
2024-10-22,O20242345,C10222,SMB,Online,Santa Fe,Rafaela,Bebidas,Agua 1.5L,17,1.99,0.105,30.28,22.71,7.57,Credit
2025-05-31,O20244068,C10652,Consumer,Online,Santa Fe,Rafaela,Panificados,Pan Lacteado,16,1.86,0.024,29.05,19.46,9.59,Transfer
2024-07-04,O20241480,C12074,SMB,Retail,AMBA,GBA Oeste,Bebidas,Energética,11,1.33,0.077,13.5,10.12,3.38,Debit
2024-07-05,O20241488,C10228,Consumer,Online,Mendoza,Godoy Cruz,Suplementos,Whey 1kg,4,16.3,0.154,55.16,30.34,24.82,Transfer
2024-08-03,O20241703,C11412,Consumer,Retail,Santa Fe,Rafaela,Panificados,Pan Integral,4,1.47,0.097,5.31,3.56,1.75,Debit
2025-09-05,O20244805,C12982,Consumer,Retail,Córdoba,Córdoba,Verduras,Lechuga Unidad,13,2.18,0.0,28.34,19.84,8.5,Transfer
2024-12-09,O20242679,C11141,Consumer,Retail,Santa Fe,Rosario,Snacks,Mix Frutos Secos,13,2.15,0.105,25.02,16.26,8.76,Transfer
2025-07-03,O20244312,C10527,Enterprise,Online,Mendoza,Mendoza,Verduras,Lechuga Unidad,6,2.16,0.19,10.5,7.35,3.15,Debit
2024-11-10,O20242470,C11543,Consumer,Online,Santa Fe,Rafaela,Snacks,Mix Frutos Secos,16,1.58,0.051,23.99,15.59,8.4,Transfer
2025-09-01,O20244774,C10480,SMB,Wholesale,Santa Fe,Santa Fe,Frutas,Uva Kg,7,2.97,0.141,17.86,12.86,5.0,Cash
2025-03-01,O20243354,C13002,Consumer,Retail,LatAm,Montevideo,Suplementos,Whey 1kg,13,15.79,0.108,183.1,100.7,82.4,Debit
2024-08-03,O20241702,C13129,SMB,Retail,Córdoba,Córdoba,Bebidas,Jugo Naranja,19,1.48,0.041,26.97,20.23,6.74,Cash
2024-02-02,O20240253,C10281,Consumer,Online,Santa Fe,Rosario,Lácteos,Leche 1L,20,2.61,0.038,50.22,39.17,11.05,Credit
2024-10-19,O20242315,C13078,Consumer,Retail,Córdoba,Villa María,Panificados,Medialunas Docena,12,1.8,0.0,21.6,14.47,7.13,Debit
2024-04-25,O20240939,C12175,Enterprise,Retail,AMBA,CABA,Snacks,Papas Clásicas,19,3.21,0.029,59.22,38.49,20.73,Debit
2025-02-10,O20243203,C12741,Consumer,Online,Mendoza,San Rafael,Verduras,Zanahoria Kg,9,1.76,0.088,14.45,10.11,4.34,Transfer
2024-05-04,O20241009,C10188,Consumer,Online,Mendoza,Mendoza,Frutas,Naranja Kg,10,2.22,0.114,19.67,14.16,5.51,Debit
2024-06-25,O20241408,C10129,Consumer,Online,Córdoba,Villa María,Bebidas,Jugo Naranja,8,2.08,0.045,15.89,11.92,3.97,Transfer
2024-10-03,O20242207,C12823,Consumer,Online,Rosario,Rosario,Panificados,Pan Integral,18,1.23,0.041,21.23,14.22,7.01,Transfer
2024-10-21,O20242333,C10344,SMB,Retail,AMBA,GBA Sur,Suplementos,Omega-3,8,26.19,0.0,209.52,115.24,94.28,Wallet
2024-05-07,O20241030,C13301,Consumer,Retail,AMBA,GBA Sur,Verduras,Tomate Kg,4,2.53,0.066,9.45,6.62,2.83,Credit
2025-02-27,O20243332,C12497,Consumer,Retail,LatAm,Asunción,Frutas,Uva Kg,18,1.21,0.128,18.99,13.67,5.32,Transfer
2024-10-11,O20242261,C10114,Consumer,Online,Mendoza,San Rafael,Bebidas,Jugo Naranja,11,1.35,0.137,12.82,9.62,3.2,Credit
2024-09-15,O20242059,C12004,Consumer,Wholesale,Córdoba,Villa María,Verduras,Zanahoria Kg,5,1.65,0.021,8.08,5.66,2.42,Debit
2024-04-06,O20240780,C13209,Consumer,Online,Mendoza,Godoy Cruz,Bebidas,Agua 500ml,17,1.61,0.074,25.34,19.0,6.34,Credit
2024-02-06,O20240285,C11876,Consumer,Online,Mendoza,Mendoza,Lácteos,Leche 1L,18,1.28,0.028,22.39,17.46,4.93,Credit
2024-02-17,O20240398,C12911,Consumer,Wholesale,Mendoza,San Rafael,Bebidas,Energética,9,1.22,0.043,10.51,7.88,2.63,Credit
2024-12-13,O20242716,C10376,SMB,Retail,Santa Fe,Rosario,Bebidas,Agua 1.5L,15,1.18,0.094,16.04,12.03,4.01,Debit
2025-08-19,O20244664,C12654,Consumer,Retail,AMBA,CABA,Lácteos,Yogur 1L,12,2.98,0.0,35.76,27.89,7.87,Credit
2025-08-30,O20244757,C10768,SMB,Retail,AMBA,CABA,Verduras,Tomate Kg,18,1.49,0.193,21.64,15.15,6.49,Credit
2024-02-14,O20240370,C13019,Consumer,Online,AMBA,GBA Norte,Panificados,Medialunas Docena,2,1.49,0.049,2.83,1.9,0.93,Wallet
2025-05-01,O20243830,C12933,Consumer,Wholesale,Santa Fe,Rafaela,Panificados,Pan Lacteado,16,2.02,0.0,32.32,21.65,10.67,Debit
2025-07-11,O20244390,C10165,Enterprise,Online,LatAm,Asunción,Verduras,Tomate Kg,9,1.44,0.099,11.68,8.18,3.5,Credit
2024-08-02,O20241694,C11400,Consumer,Online,Santa Fe,Santa Fe,Panificados,Medialunas Docena,8,1.75,0.054,13.24,8.87,4.37,Credit
2024-12-11,O20242700,C12400,SMB,Online,Mendoza,San Rafael,Suplementos,Omega-3,18,25.59,0.073,426.99,234.84,192.15,Debit
2025-03-18,O20243493,C11725,SMB,Online,AMBA,GBA Norte,Snacks,Mix Frutos Secos,10,1.61,0.116,14.23,9.25,4.98,Debit
2025-05-15,O20243930,C11624,Consumer,Online,Córdoba,Córdoba,Suplementos,Multivitamínico,13,29.03,0.0,377.39,207.56,169.83,Credit
2024-10-19,O20242321,C12621,Consumer,Online,Rosario,Rosario,Bebidas,Energética,13,2.1,0.134,23.64,17.73,5.91,Debit
2024-01-28,O20240218,C10791,Consumer,Retail,Mendoza,Mendoza,Verduras,Tomate Kg,19,2.04,0.112,34.42,24.09,10.33,Credit
2025-05-26,O20244008,C11845,Consumer,Online,Rosario,Rosario,Lácteos,Queso Cremoso 500g,8,1.93,0.021,15.12,11.79,3.33,Wallet
2025-02-18,O20243254,C10222,Enterprise,Retail,AMBA,GBA Norte,Panificados,Medialunas Docena,19,1.22,0.015,22.83,15.3,7.53,Wallet
2024-11-02,O20242409,C11168,Consumer,Retail,LatAm,Lima,Verduras,Cebolla Kg,20,1.38,0.106,24.67,17.27,7.4,Credit
2024-02-13,O20240356,C12446,Consumer,Online,LatAm,Santiago,Lácteos,Leche 1L,17,2.61,0.092,40.29,31.43,8.86,Credit
2025-08-24,O20244710,C12503,SMB,Online,Córdoba,Córdoba,Bebidas,Gaseosa Cola,5,2.01,0.102,9.02,6.76,2.26,Credit
2025-07-11,O20244388,C12391,Enterprise,Online,AMBA,GBA Norte,Suplementos,Creatina 300g,17,22.75,0.1,348.08,191.44,156.64,Credit
2025-05-22,O20243975,C10087,SMB,Online,Santa Fe,Rosario,Panificados,Pan Lacteado,5,1.65,0.033,7.98,5.35,2.63,Transfer
2025-04-11,O20243670,C11186,SMB,Retail,LatAm,Santiago,Bebidas,Energética,5,1.06,0.105,4.74,3.56,1.18,Debit
2025-06-28,O20244282,C12944,Enterprise,Online,Rosario,Rosario,Bebidas,Jugo Naranja,4,1.17,0.018,4.6,3.45,1.15,Cash
2024-07-04,O20241481,C10701,SMB,Retail,Córdoba,Villa María,Panificados,Pan Integral,13,1.78,0.0,23.14,15.5,7.64,Debit
2025-07-17,O20244432,C11461,Consumer,Online,Rosario,Rosario,Panificados,Pan Integral,5,2.0,0.23,7.7,5.16,2.54,Debit
2025-08-21,O20244682,C11960,Consumer,Online,AMBA,CABA,Panificados,Pan Integral,13,1.53,0.074,18.42,12.34,6.08,Credit
2025-09-06,O20244820,C12123,Consumer,Online,LatAm,Lima,Verduras,Lechuga Unidad,17,1.7,0.023,28.24,19.77,8.47,Credit
2024-11-10,O20242463,C12696,Consumer,Wholesale,AMBA,GBA Oeste,Frutas,Uva Kg,7,2.18,0.1,13.73,9.89,3.84,Credit
2024-04-16,O20240871,C11093,Consumer,Wholesale,Santa Fe,Santa Fe,Verduras,Tomate Kg,16,1.37,0.116,19.38,13.57,5.81,Debit
2024-07-05,O20241489,C12002,Enterprise,Wholesale,LatAm,Santiago,Panificados,Medialunas Docena,16,1.68,0.157,22.66,15.18,7.48,Transfer
2025-02-19,O20243268,C11162,Enterprise,Retail,AMBA,GBA Norte,Lácteos,Yogur 1L,10,1.8,0.029,17.48,13.63,3.85,Credit
2025-01-30,O20243097,C12757,SMB,Online,Santa Fe,Rafaela,Panificados,Medialunas Docena,15,1.1,0.013,16.29,10.91,5.38,Credit
2024-08-08,O20241745,C13232,Enterprise,Online,Mendoza,Godoy Cruz,Snacks,Mix Frutos Secos,7,3.37,0.038,22.69,14.75,7.94,Debit
2024-07-19,O20241596,C11598,Consumer,Online,Santa Fe,Santa Fe,Snacks,Mix Frutos Secos,9,3.32,0.0,29.88,19.42,10.46,Credit
2025-01-03,O20242875,C11834,Consumer,Online,LatAm,Montevideo,Frutas,Naranja Kg,18,2.62,0.062,44.24,31.85,12.39,Credit
2024-03-28,O20240716,C10815,Consumer,Retail,Córdoba,Córdoba,Lácteos,Yogur 1L,13,1.01,0.109,11.7,9.13,2.57,Credit
2025-06-27,O20244274,C10131,Consumer,Online,AMBA,GBA Sur,Lácteos,Leche 1L,11,2.97,0.168,27.18,21.2,5.98,Credit
2025-08-26,O20244724,C10302,Consumer,Retail,AMBA,CABA,Lácteos,Yogur 1L,3,2.74,0.043,7.87,6.14,1.73,Credit
2024-05-13,O20241075,C10787,Consumer,Online,Mendoza,Godoy Cruz,Panificados,Pan Lacteado,4,1.22,0.095,4.42,2.96,1.46,Transfer
2025-03-20,O20243517,C10256,Consumer,Wholesale,LatAm,Lima,Frutas,Banana Kg,14,2.47,0.068,32.23,23.21,9.02,Cash
2024-08-14,O20241790,C13161,Consumer,Online,Santa Fe,Rafaela,Bebidas,Gaseosa Cola,14,1.7,0.114,21.09,15.82,5.27,Credit
2025-06-19,O20244216,C10332,Consumer,Online,Córdoba,Río Cuarto,Panificados,Pan Integral,19,1.26,0.016,23.56,15.79,7.77,Debit
2024-08-15,O20241806,C12104,Consumer,Retail,Mendoza,Mendoza,Suplementos,Omega-3,17,29.48,0.064,469.09,258.0,211.09,Debit
2025-05-31,O20244067,C11011,Enterprise,Retail,Rosario,Rosario,Verduras,Cebolla Kg,18,2.16,0.124,34.06,23.84,10.22,Debit
2025-01-17,O20242996,C12367,Consumer,Retail,AMBA,GBA Norte,Lácteos,Queso Cremoso 500g,8,2.33,0.0,18.64,14.54,4.1,Debit
2024-04-15,O20240859,C10522,SMB,Online,Córdoba,Córdoba,Snacks,Mix Frutos Secos,15,2.66,0.123,34.99,22.74,12.25,Credit
2025-05-29,O20244048,C11980,Consumer,Retail,AMBA,GBA Oeste,Lácteos,Leche 1L,8,2.74,0.126,19.16,14.94,4.22,Credit
2025-03-23,O20243536,C12121,SMB,Online,Santa Fe,Rosario,Bebidas,Agua 1.5L,11,1.47,0.048,15.39,11.54,3.85,Credit
2024-05-15,O20241095,C11448,Consumer,Retail,AMBA,GBA Norte,Panificados,Medialunas Docena,13,1.89,0.178,20.2,13.53,6.67,Cash
2024-08-04,O20241710,C13388,Consumer,Retail,LatAm,Lima,Frutas,Banana Kg,8,2.45,0.055,18.52,13.33,5.19,Credit
2025-08-19,O20244666,C11780,Consumer,Online,Rosario,Rosario,Snacks,Papas Onduladas,13,2.75,0.13,31.1,20.22,10.88,Credit
2024-08-28,O20241908,C11817,SMB,Online,LatAm,Montevideo,Lácteos,Leche 1L,11,2.32,0.06,23.99,18.71,5.28,Credit
2024-11-22,O20242560,C12870,Consumer,Online,AMBA,GBA Sur,Lácteos,Queso Cremoso 500g,12,1.37,0.079,15.14,11.81,3.33,Cash
2024-07-12,O20241546,C11122,SMB,Wholesale,AMBA,CABA,Frutas,Naranja Kg,15,1.35,0.022,19.8,14.26,5.54,Credit
2025-07-26,O20244513,C10767,Consumer,Online,LatAm,Santiago,Bebidas,Energética,7,1.37,0.137,8.28,6.21,2.07,Debit
2024-04-01,O20240750,C12034,SMB,Retail,Mendoza,Mendoza,Frutas,Uva Kg,1,2.03,0.051,1.93,1.39,0.54,Credit
2024-02-21,O20240427,C11074,Consumer,Retail,AMBA,GBA Oeste,Snacks,Barra Cereal,11,2.65,0.009,28.89,18.78,10.11,Credit
2024-06-14,O20241333,C12307,SMB,Retail,LatAm,Santiago,Verduras,Lechuga Unidad,5,1.51,0.075,6.98,4.89,2.09,Debit
2024-11-29,O20242627,C11606,Consumer,Wholesale,AMBA,GBA Oeste,Verduras,Tomate Kg,2,1.85,0.145,3.16,2.21,0.95,Debit
2024-05-12,O20241070,C11013,Consumer,Online,AMBA,GBA Oeste,Snacks,Mix Frutos Secos,18,3.22,0.179,47.59,30.93,16.66,Credit
2025-08-18,O20244657,C13157,Enterprise,Online,AMBA,GBA Norte,Snacks,Mix Frutos Secos,5,2.81,0.149,11.96,7.77,4.19,Transfer
2024-11-27,O20242600,C12956,SMB,Retail,Córdoba,Córdoba,Frutas,Naranja Kg,20,2.32,0.013,45.8,32.98,12.82,Credit
2024-04-08,O20240796,C12371,Consumer,Retail,AMBA,CABA,Frutas,Uva Kg,3,2.59,0.132,6.74,4.85,1.89,Credit
2024-01-20,O20240156,C11961,SMB,Wholesale,AMBA,GBA Oeste,Snacks,Barra Cereal,13,2.2,0.165,23.88,15.52,8.36,Debit
2024-09-24,O20242129,C12568,Consumer,Online,Córdoba,Córdoba,Bebidas,Energética,13,1.4,0.006,18.09,13.57,4.52,Credit
2024-01-10,O20240076,C10391,Consumer,Wholesale,LatAm,Asunción,Suplementos,Multivitamínico,10,20.7,0.031,200.58,110.32,90.26,Transfer
2024-02-21,O20240437,C10959,SMB,Retail,Santa Fe,Rafaela,Frutas,Manzana Kg,1,3.03,0.058,2.85,2.05,0.8,Transfer
2024-05-29,O20241193,C11753,Consumer,Retail,Rosario,Rosario,Frutas,Uva Kg,17,1.25,0.0,21.25,15.3,5.95,Credit
2024-10-24,O20242355,C13341,Consumer,Retail,LatAm,Montevideo,Snacks,Barra Cereal,11,1.66,0.12,16.07,10.45,5.62,Cash
2024-12-15,O20242739,C10447,Enterprise,Retail,AMBA,GBA Sur,Lácteos,Leche 1L,9,2.43,0.067,20.4,15.91,4.49,Credit
2024-07-14,O20241559,C11524,Consumer,Retail,LatAm,Lima,Bebidas,Jugo Naranja,15,1.66,0.062,23.36,17.52,5.84,Credit
2024-04-26,O20240947,C10987,Consumer,Retail,Santa Fe,Rafaela,Verduras,Lechuga Unidad,2,1.52,0.0,3.04,2.13,0.91,Credit
2024-10-04,O20242218,C11304,Consumer,Online,LatAm,Santiago,Panificados,Pan Lacteado,17,1.82,0.0,30.94,20.73,10.21,Credit
2025-08-08,O20244599,C12794,Consumer,Retail,AMBA,GBA Sur,Panificados,Pan Lacteado,4,1.92,0.041,7.37,4.94,2.43,Debit
2024-02-14,O20240365,C12910,SMB,Wholesale,AMBA,GBA Oeste,Panificados,Pan Lacteado,11,1.17,0.078,11.87,7.95,3.92,Credit
2025-07-15,O20244422,C11536,Consumer,Online,LatAm,Asunción,Bebidas,Gaseosa Cola,18,1.57,0.172,23.4,17.55,5.85,Credit
2025-07-25,O20244499,C11777,Enterprise,Wholesale,Córdoba,Córdoba,Lácteos,Queso Cremoso 500g,2,1.37,0.036,2.64,2.06,0.58,Credit
2024-10-21,O20242336,C10656,Consumer,Retail,Santa Fe,Rafaela,Panificados,Medialunas Docena,6,1.3,0.082,7.16,4.8,2.36,Debit
2024-01-09,O20240064,C10213,Consumer,Wholesale,Mendoza,San Rafael,Frutas,Naranja Kg,20,2.58,0.037,49.69,35.78,13.91,Debit
2024-09-30,O20242176,C13293,Consumer,Online,Rosario,Rosario,Panificados,Pan Lacteado,14,1.38,0.003,19.26,12.9,6.36,Credit
2024-08-29,O20241917,C12133,Consumer,Retail,AMBA,GBA Sur,Panificados,Pan Lacteado,1,1.08,0.093,0.98,0.66,0.32,Credit
2024-01-24,O20240182,C10434,SMB,Online,Córdoba,Río Cuarto,Bebidas,Agua 500ml,6,1.82,0.018,10.72,8.04,2.68,Cash
2024-11-14,O20242498,C13066,SMB,Online,AMBA,GBA Sur,Frutas,Manzana Kg,4,2.05,0.067,7.65,5.51,2.14,Debit
2024-04-14,O20240847,C11143,SMB,Retail,Rosario,Rosario,Frutas,Uva Kg,4,1.57,0.0,6.28,4.52,1.76,Cash
2025-01-11,O20242942,C12500,Consumer,Online,Córdoba,Río Cuarto,Panificados,Pan Integral,15,1.92,0.028,27.99,18.75,9.24,Credit
2025-03-31,O20243596,C11398,SMB,Retail,LatAm,Montevideo,Bebidas,Energética,8,1.5,0.171,9.95,7.46,2.49,Cash
2025-08-27,O20244732,C10559,SMB,Wholesale,Mendoza,San Rafael,Frutas,Manzana Kg,10,1.68,0.053,15.91,11.46,4.45,Credit
2025-03-24,O20243540,C13399,Consumer,Retail,AMBA,GBA Oeste,Frutas,Manzana Kg,10,1.31,0.114,11.61,8.36,3.25,Transfer
2024-12-20,O20242772,C10965,Enterprise,Online,LatAm,Santiago,Verduras,Tomate Kg,14,1.57,0.016,21.63,15.14,6.49,Wallet
2025-01-31,O20243107,C10889,Enterprise,Retail,Rosario,Rosario,Verduras,Zanahoria Kg,2,1.78,0.041,3.41,2.39,1.02,Wallet
2024-07-19,O20241592,C11475,SMB,Online,Santa Fe,Rafaela,Panificados,Pan Integral,8,2.19,0.026,17.06,11.43,5.63,Credit
2024-12-27,O20242822,C12118,SMB,Online,Rosario,Rosario,Panificados,Pan Lacteado,4,2.0,0.042,7.66,5.13,2.53,Debit
2025-07-24,O20244488,C11635,Consumer,Retail,Córdoba,Río Cuarto,Lácteos,Yogur 1L,12,2.39,0.123,25.15,19.62,5.53,Debit
2025-09-27,O20244984,C11374,Consumer,Online,Córdoba,Villa María,Lácteos,Queso Cremoso 500g,9,1.32,0.125,10.4,8.11,2.29,Credit
2024-09-04,O20241959,C13345,SMB,Retail,AMBA,GBA Norte,Lácteos,Leche 1L,16,2.3,0.077,33.97,26.5,7.47,Debit
2024-11-05,O20242433,C10517,Consumer,Retail,AMBA,GBA Oeste,Frutas,Uva Kg,19,2.89,0.0,54.91,39.54,15.37,Transfer
2024-02-02,O20240250,C12686,Consumer,Online,AMBA,CABA,Bebidas,Gaseosa Cola,9,1.85,0.016,16.38,12.28,4.1,Credit
2024-02-02,O20240254,C13033,Consumer,Retail,AMBA,GBA Sur,Verduras,Zanahoria Kg,18,2.25,0.04,38.88,27.22,11.66,Credit
2024-10-21,O20242332,C13363,Enterprise,Online,LatAm,Asunción,Lácteos,Yogur 1L,18,2.58,0.133,40.26,31.4,8.86,Cash
2024-10-02,O20242194,C13175,SMB,Online,AMBA,GBA Norte,Bebidas,Jugo Naranja,2,1.31,0.063,2.45,1.84,0.61,Credit
2025-08-03,O20244568,C13148,SMB,Wholesale,Santa Fe,Rosario,Lácteos,Queso Cremoso 500g,4,1.26,0.041,4.83,3.77,1.06,Credit
2025-01-28,O20243087,C12846,Consumer,Wholesale,AMBA,GBA Norte,Verduras,Zanahoria Kg,10,2.37,0.0,23.7,16.59,7.11,Debit
2025-01-25,O20243059,C12427,SMB,Retail,Mendoza,San Rafael,Suplementos,Creatina 300g,15,12.83,0.141,165.31,90.92,74.39,Credit
2025-07-02,O20244306,C12690,SMB,Online,LatAm,Montevideo,Panificados,Pan Integral,13,1.54,0.008,19.86,13.31,6.55,Credit
2024-07-30,O20241674,C12262,SMB,Retail,Santa Fe,Rosario,Lácteos,Yogur 1L,7,2.46,0.114,15.26,11.9,3.36,Transfer
2024-04-08,O20240801,C10309,Consumer,Wholesale,Mendoza,San Rafael,Verduras,Lechuga Unidad,7,2.22,0.105,13.91,9.74,4.17,Debit
2024-01-27,O20240209,C10861,Consumer,Wholesale,Santa Fe,Rosario,Snacks,Papas Onduladas,16,2.09,0.192,27.02,17.56,9.46,Transfer
2025-08-11,O20244618,C10899,SMB,Online,Santa Fe,Rosario,Frutas,Banana Kg,4,1.8,0.026,7.01,5.05,1.96,Transfer
2024-04-13,O20240844,C10492,Consumer,Wholesale,Rosario,Rosario,Panificados,Medialunas Docena,19,1.39,0.108,23.56,15.79,7.77,Credit
2024-08-30,O20241926,C12147,Consumer,Retail,Rosario,Rosario,Verduras,Cebolla Kg,20,2.29,0.0,45.8,32.06,13.74,Credit
2024-02-18,O20240400,C10250,SMB,Online,Córdoba,Río Cuarto,Bebidas,Gaseosa Cola,17,1.13,0.045,18.35,13.76,4.59,Transfer
2025-04-27,O20243793,C11046,Consumer,Retail,Santa Fe,Rosario,Bebidas,Gaseosa Cola,15,1.64,0.152,20.86,15.64,5.22,Credit
2024-04-13,O20240840,C11036,Consumer,Retail,Rosario,Rosario,Panificados,Pan Integral,16,1.78,0.092,25.86,17.33,8.53,Wallet
2024-01-07,O20240047,C10545,SMB,Online,Córdoba,Córdoba,Snacks,Papas Onduladas,3,2.34,0.032,6.8,4.42,2.38,Transfer
2025-09-25,O20244969,C12048,SMB,Online,AMBA,GBA Norte,Lácteos,Queso Cremoso 500g,19,1.46,0.067,25.88,20.19,5.69,Credit
2024-09-24,O20242138,C11907,SMB,Wholesale,Córdoba,Río Cuarto,Bebidas,Agua 500ml,19,1.49,0.03,27.46,20.6,6.86,Cash
2025-01-26,O20243065,C11289,Enterprise,Retail,Rosario,Rosario,Panificados,Pan Lacteado,11,1.46,0.049,15.27,10.23,5.04,Credit
2024-03-21,O20240659,C12772,SMB,Online,AMBA,GBA Oeste,Lácteos,Yogur 1L,19,2.95,0.081,51.51,40.18,11.33,Credit
2025-02-17,O20243245,C10185,SMB,Retail,AMBA,CABA,Panificados,Pan Integral,10,1.45,0.087,13.24,8.87,4.37,Debit
2025-03-26,O20243560,C10780,Consumer,Online,Rosario,Rosario,Verduras,Lechuga Unidad,15,1.66,0.023,24.33,17.03,7.3,Credit
2025-08-23,O20244703,C12492,SMB,Online,Santa Fe,Rafaela,Panificados,Pan Integral,9,2.05,0.051,17.51,11.73,5.78,Debit
2024-03-28,O20240710,C12241,Consumer,Online,Rosario,Rosario,Panificados,Pan Integral,7,1.33,0.051,8.84,5.92,2.92,Credit
2025-05-23,O20243977,C10712,Consumer,Retail,Santa Fe,Rosario,Frutas,Uva Kg,15,1.82,0.084,25.01,18.01,7.0,Cash
2025-02-12,O20243213,C12425,Consumer,Online,Córdoba,Córdoba,Snacks,Mix Frutos Secos,5,2.29,0.005,11.39,7.4,3.99,Credit
2025-09-08,O20244831,C12549,Consumer,Online,LatAm,Santiago,Frutas,Banana Kg,10,3.06,0.133,26.53,19.1,7.43,Credit
2024-01-20,O20240154,C11016,SMB,Online,Córdoba,Río Cuarto,Panificados,Pan Lacteado,5,1.82,0.006,9.05,6.06,2.99,Debit
2024-04-26,O20240951,C12201,Consumer,Retail,Mendoza,San Rafael,Lácteos,Yogur 1L,12,2.45,0.114,26.05,20.32,5.73,Transfer
2024-10-20,O20242326,C12280,Consumer,Online,LatAm,Asunción,Frutas,Naranja Kg,7,1.92,0.075,12.43,8.95,3.48,Credit
2024-05-23,O20241143,C13397,Consumer,Online,Santa Fe,Rafaela,Frutas,Manzana Kg,3,1.49,0.016,4.4,3.17,1.23,Debit
2024-03-17,O20240628,C11687,SMB,Online,LatAm,Santiago,Snacks,Mix Frutos Secos,13,2.57,0.105,29.9,19.44,10.46,Credit
2024-12-26,O20242820,C11585,SMB,Retail,Córdoba,Río Cuarto,Frutas,Manzana Kg,7,2.17,0.153,12.87,9.27,3.6,Wallet
2024-02-08,O20240306,C10989,SMB,Retail,AMBA,CABA,Lácteos,Yogur 1L,14,2.32,0.038,31.25,24.37,6.88,Credit
2025-05-04,O20243851,C13353,SMB,Online,LatAm,Asunción,Snacks,Barra Cereal,11,2.39,0.05,24.98,16.24,8.74,Cash
